disease_field,metabolite_field,linear_beta,linear_pvalue,logistic_beta,logistic_pvalue,warning
p131534,p23495_i0,-0.0798582233080244,5.647069507241955e-75,-0.0780574075341994,1.3720693623916402e-67,
p131538,p23495_i0,-0.3885563105244599,0.0,-0.3131594288916353,0.0,
p131546,p23495_i0,-0.1173856665093784,5.805304376273876e-143,-0.1104218439681817,3.298559081654057e-112,
p131602,p23495_i0,0.113530850450103,1.90344425001232e-154,0.1163705856809852,3.139162319352484e-154,
p131632,p23495_i0,0.0300123442009715,4.904309628173089e-12,0.0301782113143827,5.6880932933247446e-11,
p131636,p23495_i0,0.2172670300134733,0.0,0.2267602101509585,0.0,
p131648,p23495_i0,0.1357143997417844,2.271898571226751e-215,0.1423059915301614,1.1081024043680679e-219,
p131670,p23495_i0,0.2794672352745871,0.0,0.2948918704688074,0.0,
p131680,p23495_i0,0.0703408156409086,5.24610467986592e-62,0.0709122021828206,3.655060340188957e-59,
p131684,p23495_i0,0.0671084590483995,3.912021062558988e-56,0.070106260538274,3.157741155062584e-57,
p131768,p23495_i0,-0.0594872712311723,1.874094828566812e-36,-0.0580299956278594,1.3418533188136383e-32,
p131820,p23495_i0,-0.0734881504966686,3.376281271544468e-50,-0.054244014700891,3.251732729897842e-25,
p131834,p23495_i0,-0.1770553683825813,0.0,-0.176957073541099,1.4303358836953936e-298,
p131868,p23495_i0,0.2224202577700262,0.0,0.2229991996043588,0.0,
p131870,p23495_i0,0.0622530277393499,7.952197040609592e-45,0.0644635552308165,1.5923911014330974e-45,
p131872,p23495_i0,0.162650367735587,2.880096999052395e-309,0.1708316171315461,0.0,
p131874,p23495_i0,0.2378006435167743,0.0,0.2371194742069988,0.0,
p131900,p23495_i0,0.1134136063864929,7.1910751945063444e-130,0.0979513800084039,8.513152943068433e-89,
p131964,p23495_i0,-0.0248620803929042,6.186938693617794e-07,-0.0658922705444482,8.299021253211172e-35,
p132030,p23495_i0,0.0735950081766081,2.459159973017702e-59,0.0862560460464008,1.4790308671649225e-72,
p132032,p23495_i0,0.0799632264487147,2.5972979784039595e-54,0.0912147129589247,1.2169021740735323e-64,
p130070,p23496_i0,0.1235094445806896,6.353749159021818e-181,0.1286401122280121,4.4345890416265236e-184,
p130340,p23496_i0,0.0859647526290334,1.8737561067809234e-55,0.1179888910100012,9.953864791999118e-80,
p130708,p23496_i0,0.1280963493188242,3.673101319749675e-183,0.1393968757959296,5.065663026192113e-203,
p130718,p23496_i0,-0.4086880112217955,0.0,-0.4251270433579994,0.0,
p130722,p23496_i0,0.1624188455931279,2.839278908090321e-272,0.1622441820206861,4.446267276404135e-245,
p130770,p23496_i0,0.0393040054164608,5.967943420554895e-18,0.0396580491501386,7.724195313356743e-17,
p130774,p23496_i0,0.1866683792071661,1.334180182266245e-256,0.2088140023079062,9.999349423400462e-202,
p130826,p23496_i0,0.0760427858099735,3.0818043087848785e-72,0.0797504250426821,4.14327263342159e-74,
p130828,p23496_i0,-0.1319689306713291,1.0910317869302894e-187,-0.1311142399465152,8.280270775562418e-174,
p130842,p23496_i0,-0.1560416790221774,1.2818306290443281e-238,-0.1398434969361771,2.975859249460509e-163,
p130846,p23496_i0,0.0610813399304145,9.93952219231802e-37,0.0861151636559597,1.519685212582656e-52,
p131022,p23496_i0,-0.3317482887990733,0.0,-0.3278106233791268,0.0,
p131036,p23496_i0,-0.3709080796396519,0.0,-0.6799569242391256,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23496_i0,-0.1339080867566519,3.46080196809965e-213,-0.1384878140441508,4.31079772717507e-208,
p131056,p23496_i0,-0.2450579902761964,0.0,-0.237425872027568,0.0,
p131126,p23496_i0,0.1261298187740901,3.037565675753244e-192,0.1335153618602719,2.698914439477829e-193,
p131164,p23496_i0,-0.0379700893472953,6.836761754606221e-14,-0.0269935812594609,5.351637731543017e-07,
p131180,p23496_i0,-0.0577825133023092,9.846416819004953e-34,-0.0414174469017565,6.84219445779502e-17,
p131182,p23496_i0,-0.0448541448430393,1.973262603454152e-25,-0.0451712657789077,2.0415256516176502e-24,
p131190,p23496_i0,-0.0230868058251156,1.885959228723732e-06,-0.0312278075629526,6.94034040916996e-10,
p131282,p23496_i0,-0.1220255318012835,1.5281399029633118e-152,-0.1108422628473168,1.6494619797052292e-110,
p131304,p23496_i0,-0.3641728207940156,0.0,-0.3368217833881133,0.0,
p131306,p23496_i0,-0.2897650838673125,0.0,-0.2602268721200698,0.0,
p131310,p23496_i0,-0.1400374613729175,1.7090812605900464e-213,-0.147171607460346,1.060931577255592e-210,
p131322,p23496_i0,-0.2415922627565521,0.0,-0.2517156717701613,0.0,
p131324,p23496_i0,-0.1668829384484034,7.59531793010933e-297,-0.1574278013284918,7.509175079991506e-246,
p131342,p23496_i0,-0.1152504060580191,4.119605220609369e-137,-0.1035065639447534,6.679236270253079e-103,
p131344,p23496_i0,-0.1028552814932406,2.591097492349323e-118,-0.0990623696631478,3.3177728072371894e-102,
p131346,p23496_i0,-0.2071736915718088,0.0,-0.2122564649445124,0.0,
p131350,p23496_i0,-0.2210324332413004,0.0,-0.2022393758408137,0.0,
p131354,p23496_i0,-0.1603404260030636,8.662887427257386e-235,-0.1272703731089531,4.085486346451145e-136,
p131366,p23496_i0,-0.4181504680858463,0.0,-0.4305222045959699,0.0,
p131370,p23496_i0,-0.3404726426308283,0.0,-0.325498299627332,0.0,
p131374,p23496_i0,-0.06868247354083,1.462779597362361e-57,-0.0686715991192349,6.528622204640508e-55,
p131378,p23496_i0,-0.196774202226062,0.0,-0.2005174183715222,0.0,
p131380,p23496_i0,-0.1973114649005563,0.0,-0.1569605540495434,3.7048107994636255e-189,
p131382,p23496_i0,-0.2446898794566357,0.0,-0.2067241516776497,1.4421693755064352e-290,
p131390,p23496_i0,-0.0975497170516839,4.40235183248644e-94,-0.0785933082848686,1.6454738583171677e-56,
p131416,p23496_i0,-0.1002957397643163,1.1560209655632348e-116,-0.1000882523815523,8.831635677609909e-110,
p131444,p23496_i0,0.1567783349441065,4.730768005522059e-200,0.1918184687848756,1.8681480649354985e-233,
p131490,p23496_i0,-0.307697463214968,0.0,-0.3040983740752865,0.0,
p131518,p23496_i0,-0.177496891210266,1.6426523977123976e-296,-0.175190401644965,2.1776868471117488e-232,
p131528,p23496_i0,-0.1106122623598473,1.685147028521071e-133,-0.1096864154475707,1.12446491676085e-119,
p131534,p23496_i0,-0.0970109226836769,7.146164536231739e-110,-0.0959194512530338,1.3478117032978012e-100,
p131538,p23496_i0,-0.395608970764285,0.0,-0.3248071165092032,0.0,
p131546,p23496_i0,-0.185496804861415,0.0,-0.1837583387174141,1.3489839170923742e-299,
p131602,p23496_i0,0.0983262661734657,1.9899256110796315e-116,0.1011056118722164,9.384122839125526e-117,
p131636,p23496_i0,0.2142576776346147,0.0,0.2240354406654262,0.0,
p131648,p23496_i0,0.1295448301749699,2.521137346508248e-196,0.1364032752117754,4.6853750249453165e-202,
p131670,p23496_i0,0.2466805037515946,0.0,0.259157811819236,0.0,
p131680,p23496_i0,0.0529155959015706,6.059829877916231e-36,0.0528711772475712,1.0559621326929438e-33,
p131684,p23496_i0,0.0285058127795831,1.9923443460423684e-11,0.0303195953011792,5.392348860608589e-12,
p131768,p23496_i0,-0.0598080385454723,8.842847665206595e-37,-0.0582912028758363,1.0780931725800804e-32,
p131820,p23496_i0,-0.1029953791047391,1.6592834617953672e-96,-0.0848454918002039,1.4970483708688197e-58,
p131834,p23496_i0,-0.2204945076092445,0.0,-0.223992321782786,0.0,
p131868,p23496_i0,0.2205318352123254,0.0,0.2215831581052346,0.0,
p131870,p23496_i0,0.0552453102982498,9.817913921509408e-36,0.0572997695283738,2.913029699394212e-36,
p131872,p23496_i0,0.1586193641130847,5.741660123082907e-295,0.1674530516501685,1.374305178624221e-304,
p131874,p23496_i0,0.2375026568822335,0.0,0.2363751469562067,0.0,
p131900,p23496_i0,0.100852413100174,2.417081118885657e-103,0.0843522926985203,1.4334179273101222e-66,
p131964,p23496_i0,-0.0355246767863057,1.0075935824439637e-12,-0.0772374582457793,2.1543605315250887e-47,
p131972,p23496_i0,-0.0271971888011479,7.46727211093671e-08,-0.0427004639505679,2.773102704663885e-15,
p132032,p23496_i0,0.0595457233490072,8.387271044034884e-31,0.0704096594590319,3.846079985339142e-39,
p130070,p23497_i0,0.1507619683414558,1.666673172920761e-269,0.1571177550052534,1.534039896004072e-271,
p130340,p23497_i0,0.0905594090166582,2.756213829669022e-61,0.1231499398296905,2.2475622113989e-86,
p130708,p23497_i0,0.1541762080039666,1.0756896317505945e-264,0.1662749003775243,4.207228815310304e-286,
p130718,p23497_i0,-0.3614584702484777,0.0,-0.3739625858124897,0.0,
p130722,p23497_i0,0.167025427240952,1.8592245427881532e-287,0.1669249601318461,5.429501010077555e-259,
p130770,p23497_i0,0.0712060985246898,4.0635485765340905e-55,0.07300229517078,5.0307810039582325e-53,
p130774,p23497_i0,0.2331255738395831,0.0,0.2655875110349374,0.0,
p130820,p23497_i0,0.0402744106775949,1.6907582516027666e-20,0.042484558001006,3.693836478557494e-21,
p130826,p23497_i0,0.1155566663591533,1.960854970072252e-164,0.1208853095698199,8.5008437064694e-167,
p130828,p23497_i0,-0.1005987902827267,5.672147806747325e-110,-0.0988030015747289,4.135179230386771e-100,
p130842,p23497_i0,-0.1617988212299832,3.0166617680610986e-255,-0.147408202323552,1.3489781770670057e-181,
p130846,p23497_i0,0.0908797380095932,2.431172018626096e-79,0.1215794669690124,2.6280075912688887e-102,
p131022,p23497_i0,-0.3243239196707745,0.0,-0.3202713993556233,0.0,
p131036,p23497_i0,-0.3480061301915583,0.0,-0.636976524063841,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23497_i0,-0.0923864679827782,5.830225716316507e-102,-0.0945203443770259,4.099235551879245e-99,
p131056,p23497_i0,-0.2250802586450297,0.0,-0.2167592582461142,0.0,
p131086,p23497_i0,0.0282924699675143,2.7300172748153487e-11,0.0321004491058159,4.1853817403234505e-13,
p131126,p23497_i0,0.1660610631749713,0.0,0.1764495437289493,0.0,
p131180,p23497_i0,-0.050238255858364,6.534253715250546e-26,-0.0337269728584765,9.623934953960334e-12,
p131182,p23497_i0,-0.0414924828853551,5.731779133174802e-22,-0.0416739264410638,4.870007827380404e-21,
p131282,p23497_i0,-0.0907385472125483,3.362003742151204e-85,-0.0783727667380789,2.064669635153688e-56,
p131304,p23497_i0,-0.3236924554893767,0.0,-0.2947485588747737,0.0,
p131306,p23497_i0,-0.255519227289977,0.0,-0.223307000890236,0.0,
p131310,p23497_i0,-0.0994241100017956,1.6213347748786504e-108,-0.1046482133271956,5.2302151816485254e-108,
p131322,p23497_i0,-0.2205350071788517,0.0,-0.2295689218253078,0.0,
p131324,p23497_i0,-0.132752586766034,2.0480997747181072e-188,-0.1221640305628329,1.4394789725592825e-149,
p131342,p23497_i0,-0.0888439389754292,2.5386357492601932e-82,-0.0761349618911855,7.918927275424126e-57,
p131344,p23497_i0,-0.094492188095879,3.781502961607783e-100,-0.0903380441210323,1.752808386064623e-85,
p131346,p23497_i0,-0.1772095863262549,3.288358090690819e-303,-0.1802453618821332,6.474235392077128e-272,
p131350,p23497_i0,-0.1895112156932198,0.0,-0.1689271424531514,3.8500618395240884e-259,
p131354,p23497_i0,-0.1097609880500044,2.8632212521389378e-111,-0.0748707974678333,1.276053648550005e-48,
p131366,p23497_i0,-0.3864668103514254,0.0,-0.3967328318192488,0.0,
p131370,p23497_i0,-0.3087315843751944,0.0,-0.2905692167706047,0.0,
p131374,p23497_i0,-0.0419756241247283,1.4560078561198631e-22,-0.0413935520317981,4.5486491428691096e-21,
p131378,p23497_i0,-0.157569533577144,1.8002560169521414e-276,-0.1591525375827626,2.0786553686884803e-256,
p131380,p23497_i0,-0.146347834630137,1.6742699090628177e-185,-0.1043734250320232,2.5325093229826155e-85,
p131382,p23497_i0,-0.2165041378760146,0.0,-0.1774281146363735,4.453750847008455e-215,
p131390,p23497_i0,-0.0569044923956846,3.5161094792411e-33,-0.0361267645712731,3.1338226666654173e-13,
p131416,p23497_i0,-0.0655887751213698,6.54823824363194e-51,-0.0643807760435021,1.017475184643234e-46,
p131444,p23497_i0,0.1396391343281015,3.6785418219807077e-159,0.173685815489319,4.8114925987983655e-192,
p131490,p23497_i0,-0.2861418052660956,0.0,-0.2800395050210907,0.0,
p131518,p23497_i0,-0.120085686216771,2.836590537451882e-136,-0.1103840809571995,1.841926505218888e-95,
p131528,p23497_i0,-0.0772643468725175,2.6083871179055755e-66,-0.0749545836661035,4.590566506613519e-57,
p131534,p23497_i0,-0.0672840461246292,7.069069820944165e-54,-0.0653301616283014,8.07102207578324e-48,
p131538,p23497_i0,-0.3937620490241182,0.0,-0.3292168244278747,0.0,
p131546,p23497_i0,-0.1155873413925666,1.792317001552199e-138,-0.1081073314391177,3.576977403728045e-107,
p131602,p23497_i0,0.1166263291082561,3.9727783288827984e-163,0.11986676446562,6.229349962565557e-163,
p131632,p23497_i0,0.0357557142175449,1.9064520063017022e-16,0.0361740719478427,4.375837235355434e-15,
p131636,p23497_i0,0.2179780910310171,0.0,0.2278737702075136,0.0,
p131648,p23497_i0,0.1374235934975581,9.0316395238411e-221,0.1444750736168325,7.287828364818718e-226,
p131670,p23497_i0,0.2918648116760899,0.0,0.3087750351155172,0.0,
p131680,p23497_i0,0.086689695033571,2.2731621908439647e-93,0.0878619931432008,1.5863038629208026e-89,
p131684,p23497_i0,0.0885873121129866,1.1265372404792988e-96,0.0926443815181499,4.9688403198142326e-98,
p131768,p23497_i0,-0.0704252058014243,2.5413844333549545e-50,-0.0694223339625343,1.380599867277426e-45,
p131820,p23497_i0,-0.0548674936293074,8.79659238653416e-29,-0.0339254095233195,9.553029752841924e-11,
p131834,p23497_i0,-0.1584445440881365,6.414105456892337e-268,-0.1579345170925285,2.7401316370668682e-239,
p131868,p23497_i0,0.2337394431988327,0.0,0.2356788121162581,0.0,
p131870,p23497_i0,0.0647543032674259,1.987560697968532e-48,0.0671286051842334,3.954876163743968e-49,
p131872,p23497_i0,0.1661502426583326,2e-323,0.1752216649411538,0.0,
p131874,p23497_i0,0.2485123178750629,0.0,0.2475199236217831,0.0,
p131900,p23497_i0,0.1139253038318735,3.207096931470295e-131,0.0980355993259536,3.264284378134038e-89,
p131964,p23497_i0,-0.0287858578880566,7.546480837218887e-09,-0.0688032365746564,4.231674249580517e-38,
p131972,p23497_i0,-0.0308829209188885,9.901013423395855e-10,-0.0467442408300278,5.661106120924907e-18,
p132030,p23497_i0,0.0849369865268184,1.374078886852354e-78,0.0991093236201667,1.0416101866696996e-94,
p132032,p23497_i0,0.0919959978764797,3.3765299857658964e-71,0.1033862189588229,5.93374261104251e-82,
p130070,p23498_i0,0.1167704016896724,4.403313418800942e-161,0.1207555831152705,5.879207184203928e-164,
p130340,p23498_i0,0.0516336053817581,7.025835031490679e-21,0.0786186958658516,4.288591703970563e-37,
p130708,p23498_i0,-0.1062577520103197,8.631720639335355e-125,-0.1002396166919353,7.592469394768328e-107,
p130718,p23498_i0,-0.5016240591615445,0.0,-0.5351290776241107,0.0,
p130722,p23498_i0,0.1327307917051791,1.507384228711778e-180,0.1270123902647056,9.348056082916356e-155,
p130774,p23498_i0,0.2228162183828083,0.0,0.2584104905100807,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p130826,p23498_i0,0.0391858455629769,3.264731723713448e-20,0.0415255498429844,1.418757148447313e-21,
p130828,p23498_i0,-0.1813302285960283,0.0,-0.1812069092777695,0.0,
p130842,p23498_i0,-0.1529421310399458,9.115422105159419e-228,-0.133925755988882,5.189032091049745e-149,
p131022,p23498_i0,-0.3232425693447305,0.0,-0.3159205325845077,0.0,
p131036,p23498_i0,-0.4568436982758883,0.0,-0.8548769820534473,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23498_i0,-0.1262485668693635,2.533036751021205e-188,-0.1301429726271532,2.3476806069796912e-185,
p131056,p23498_i0,-0.3624497932471581,0.0,-0.3639496048420073,0.0,
p131086,p23498_i0,-0.0322363937496837,4.70279777378333e-14,-0.0301673516506197,7.485433882137992e-12,
p131126,p23498_i0,0.1027466488129028,6.826658666330198e-127,0.1076965353544106,2.597506345666032e-128,
p131164,p23498_i0,-0.068918863422345,8.210092296575073e-42,-0.0574079504291099,1.3568995868550504e-26,
p131166,p23498_i0,-0.0262917057522317,4.625252215355843e-09,-0.0237506382380494,2.1385575135449653e-07,
p131180,p23498_i0,-0.1549480445193624,8.250754537582621e-229,-0.1390243553293911,6.995373715888233e-172,
p131182,p23498_i0,-0.0810648006728435,1.6594454477015038e-78,-0.0817771601285074,2.5503921325882246e-76,
p131282,p23498_i0,-0.1700172102881613,4.397958941642197e-292,-0.1600081261956934,1.9745310125260518e-228,
p131304,p23498_i0,-0.5234933224262944,0.0,-0.5266041322273811,0.0,
p131306,p23498_i0,-0.4436156472690657,0.0,-0.4306260122770665,0.0,
p131310,p23498_i0,-0.1820328583338208,0.0,-0.1901550925564264,0.0,
p131322,p23498_i0,-0.2476850310688597,0.0,-0.255929068153353,0.0,
p131324,p23498_i0,-0.1951805327234831,0.0,-0.1854783524082997,0.0,
p131342,p23498_i0,-0.1763788709448927,9.2043434e-316,-0.1639899868101799,2.5195896359112445e-254,
p131344,p23498_i0,-0.1505744776294898,3.936974946435324e-249,-0.1478098644194208,5.612952462643963e-224,
p131346,p23498_i0,-0.3027320911429734,0.0,-0.3159425926504272,0.0,
p131350,p23498_i0,-0.2617765897997693,0.0,-0.2427495564581604,0.0,
p131354,p23498_i0,-0.2646002742260361,0.0,-0.2337895393160243,0.0,
p131366,p23498_i0,-0.5216727368902985,0.0,-0.5546172980331923,0.0,
p131370,p23498_i0,-0.4982281969386053,0.0,-0.5049571778432821,0.0,
p131374,p23498_i0,-0.141406211641383,8.527430193430072e-237,-0.1424475581421121,8.338287671187726e-229,
p131378,p23498_i0,-0.3032065126232353,0.0,-0.3139967719763143,0.0,
p131380,p23498_i0,-0.2809231378988238,0.0,-0.2421945413964512,0.0,
p131382,p23498_i0,-0.3330715965076988,0.0,-0.2980300228372793,0.0,
p131390,p23498_i0,-0.1902078911907776,0.0,-0.1735670351615892,1.1275106052119838e-262,
p131416,p23498_i0,-0.1218863769373969,2.2746559798352063e-170,-0.121029384884072,2.673234278144925e-160,
p131444,p23498_i0,0.1491214926549811,2.0779598438110056e-179,0.1820410362691661,3.458228587738117e-213,
p131490,p23498_i0,-0.3554332347315693,0.0,-0.3570442825555027,0.0,
p131518,p23498_i0,-0.2411515826514728,0.0,-0.2524745378461693,0.0,
p131528,p23498_i0,-0.1136266722416398,6.06227132298622e-140,-0.1115340714274092,5.378566572638437e-124,
p131534,p23498_i0,-0.1175904047053004,4.923853486129564e-159,-0.116020455567125,1.6076988548947897e-146,
p131538,p23498_i0,-0.43971230410031,0.0,-0.380622799210239,0.0,
p131546,p23498_i0,-0.1805128104610652,0.0,-0.1743489737972233,5.015625438231322e-275,
p131602,p23498_i0,0.0966712344761783,9.616977873897032e-112,0.0986608039798475,4.598615186057789e-112,
p131632,p23498_i0,-0.0541265284826413,2.1148251033056763e-35,-0.0579487647357866,1.920454252455283e-36,
p131636,p23498_i0,0.1796842228972373,0.0,0.1863832379349514,0.0,
p131648,p23498_i0,0.1007500304013598,2.180407816722088e-118,0.1056041937610281,1.592747259947142e-123,
p131670,p23498_i0,0.1910871384684864,0.0,0.1987701255947073,0.0,
p131680,p23498_i0,0.0481749785857395,7.047193790668863e-30,0.0474128387868381,1.1758710702136389e-27,
p131768,p23498_i0,-0.0658439519316317,6.499888336923636e-44,-0.0635194681516257,8.707371122337556e-39,
p131820,p23498_i0,-0.0970771149094602,2.7959433846457847e-85,-0.0784289833276409,2.402791566745066e-50,
p131834,p23498_i0,-0.2721454624539489,0.0,-0.2796068029682943,0.0,
p131868,p23498_i0,0.2032837578340778,0.0,0.2006359024768538,0.0,
p131870,p23498_i0,0.036110460214177,4.501563163139077e-16,0.0376228212633105,1.136749545585043e-16,
p131872,p23498_i0,0.1322671967806192,1.0990531789792939e-203,0.1392886527880524,1.0000099295254684e-213,
p131874,p23498_i0,0.2252218528222946,0.0,0.2182069895697931,0.0,
p131900,p23498_i0,0.1068240352138726,1.140215166036944e-114,0.0880666479011643,2.48234395565528e-73,
p131964,p23498_i0,-0.0314298776530948,3.638183511887002e-10,-0.0764249806989414,6.32165925302784e-48,
p131972,p23498_i0,-0.0273470515233046,7.773605607613487e-08,-0.0443115630942698,9.174634540893664e-17,
p130070,p23499_i0,0.0961497717192963,3.751155174893333e-109,0.0989185602104408,1.1650336988854925e-111,
p130708,p23499_i0,-0.3070477013298411,0.0,-0.3101649508502047,0.0,
p130718,p23499_i0,-0.5694862190030217,0.0,-0.6211835585329539,0.0,
p130722,p23499_i0,0.1034698930503846,1.4074140368503189e-109,0.0951403780828458,4.796828200038114e-89,
p130770,p23499_i0,-0.0382536400170339,7.813299433259725e-17,-0.0396819306965767,4.352137211549533e-17,
p130774,p23499_i0,0.2164188420614104,0.0,0.2574874004082818,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p130820,p23499_i0,-0.0462318959228978,3.604261025568016e-26,-0.0461810431029169,7.63128623179509e-25,
p130828,p23499_i0,-0.2264268152519788,0.0,-0.2274343630498148,0.0,
p130842,p23499_i0,-0.1501903307814786,1.3148045033745903e-219,-0.130074271254857,7.835988836861114e-140,
p131022,p23499_i0,-0.3055292934955705,0.0,-0.2960529524254398,0.0,
p131036,p23499_i0,-0.5519488551995162,0.0,-1.0636836263262512,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23499_i0,-0.1351634251132305,3.3785828957830963e-215,-0.1396686535097279,5.953210546485461e-213,
p131056,p23499_i0,-0.4458598148308046,0.0,-0.4590133840403596,0.0,
p131086,p23499_i0,-0.0693367097836304,1.31635408102501e-58,-0.0676965713577665,1.3671534048080043e-53,
p131126,p23499_i0,0.0532876744297966,3.6863153274988766e-35,0.0555198210950313,6.667887238235389e-36,
p131164,p23499_i0,-0.0931856031071648,1.0077662025938598e-74,-0.0815563947368563,2.392991315906045e-52,
p131166,p23499_i0,-0.0408787311430606,1.0454579744525636e-19,-0.0378923755812361,1.0311199467420136e-16,
p131180,p23499_i0,-0.2230746591079327,0.0,-0.2090693963982217,0.0,
p131182,p23499_i0,-0.1071195689596493,7.864763532925927e-135,-0.1078237420353312,1.6821980805324114e-131,
p131282,p23499_i0,-0.2103564182080998,0.0,-0.2014487091024549,0.0,
p131304,p23499_i0,-0.6468071288435006,0.0,-0.699420090561288,0.0,
p131306,p23499_i0,-0.5618050385917264,0.0,-0.5782274659070752,0.0,
p131310,p23499_i0,-0.2250731660895944,0.0,-0.2336663197726065,0.0,
p131322,p23499_i0,-0.2525333845544491,0.0,-0.2593675391630037,0.0,
p131324,p23499_i0,-0.2230121878635794,0.0,-0.2141171379160645,0.0,
p131342,p23499_i0,-0.2281129013405899,0.0,-0.2165815087959244,0.0,
p131344,p23499_i0,-0.1800861926032584,0.0,-0.1781351231832852,0.0,
p131346,p23499_i0,-0.3743503130030354,0.0,-0.3983716653217677,0.0,
p131350,p23499_i0,-0.2985059470531129,0.0,-0.2816471165435213,0.0,
p131354,p23499_i0,-0.3630897883712751,0.0,-0.3424467705891791,0.0,
p131366,p23499_i0,-0.594444920485422,0.0,-0.6503648039951369,0.0,
p131370,p23499_i0,-0.6048839774944775,0.0,-0.6442738546155423,0.0,
p131374,p23499_i0,-0.202839030803097,0.0,-0.2052580166934139,0.0,
p131378,p23499_i0,-0.3865162755747443,0.0,-0.4070776285023458,0.0,
p131380,p23499_i0,-0.3541627685499501,0.0,-0.3219004202005961,0.0,
p131382,p23499_i0,-0.3930429500110617,0.0,-0.3659825225962052,0.0,
p131390,p23499_i0,-0.272969566465342,0.0,-0.2617169610053709,0.0,
p131416,p23499_i0,-0.1465950373613894,7.07683702447751e-245,-0.1455005223858807,7.091032570283467e-231,
p131444,p23499_i0,0.147486115811781,7.038628824837411e-174,0.1767186528031995,2.90978273401455e-203,
p131490,p23499_i0,-0.3874332202679115,0.0,-0.3941461809461197,0.0,
p131518,p23499_i0,-0.3161869261249009,0.0,-0.3495578188534689,0.0,
p131528,p23499_i0,-0.1201571489499604,2.7235384572072026e-155,-0.1172424029681845,2.8371783072985307e-137,
p131534,p23499_i0,-0.1411956066358275,6.1496500436492285e-227,-0.1393762677812862,8.132407176503602e-211,
p131538,p23499_i0,-0.4548600120727688,0.0,-0.4065329063189853,0.0,
p131546,p23499_i0,-0.2099766469552284,0.0,-0.20365237235148,0.0,
p131602,p23499_i0,0.0800786192890979,7.756811917727603e-77,0.0812574459921637,2.873368364730113e-77,
p131632,p23499_i0,-0.107863680671033,2.2976305617855734e-134,-0.1130283190150595,6.055540034338423e-134,
p131636,p23499_i0,0.1403988222112821,3.6378628544185136e-227,0.1448177186356417,1.6430809181971066e-231,
p131648,p23499_i0,0.0737501538772623,9.299532049230354e-64,0.0770844869940745,1.9526553967658693e-67,
p131670,p23499_i0,0.1180618355251425,3.288652854032183e-166,0.1217301491028968,1.7907693958250639e-168,
p131680,p23499_i0,0.0287096280862415,1.5019939581933798e-11,0.0272751415610082,3.1034890706099944e-10,
p131684,p23499_i0,-0.0232683022919452,5.1494026346644964e-08,-0.0234006693414314,9.012848062988401e-08,
p131768,p23499_i0,-0.0589599615398844,2.571376006073226e-35,-0.055714037739978,1.794397553514445e-30,
p131820,p23499_i0,-0.1110544457252754,2.6428887043956493e-110,-0.0944569309574124,2.903821666039961e-72,
p131834,p23499_i0,-0.3259090363734978,0.0,-0.3397566693625632,0.0,
p131868,p23499_i0,0.1726501152319233,2.9869747919968685e-282,0.1681361839531693,9.730999600985714e-247,
p131872,p23499_i0,0.0992415875296649,1.107053917624152e-114,0.1046598054724333,4.314171364504916e-123,
p131874,p23499_i0,0.201912424332977,0.0,0.1913635424871469,2.417623483325665e-266,
p131900,p23499_i0,0.1034092140964493,6.567966726404887e-107,0.0840209934876236,1.1174537756119884e-67,
p131964,p23499_i0,-0.0293531572924619,5.604766436606093e-09,-0.0745937032298435,9.939204376252396e-47,
p131972,p23499_i0,-0.0256907018138865,5.321269878700783e-07,-0.0427376938831216,5.582178812257854e-16,
p132030,p23499_i0,-0.0808805738921232,7.24742819521673e-70,-0.0739218715097112,4.5093201784474006e-54,
p132032,p23499_i0,-0.0723715788853989,3.398089709745052e-44,-0.0651982811439584,1.7446287326490819e-34,
p130070,p23500_i0,0.1341039556316982,3.438665388708356e-213,0.1396092874863367,6.588094115489096e-216,
p130340,p23500_i0,0.0842278318418184,3.355260291002973e-53,0.1165888445319918,9.90060275933369e-78,
p130708,p23500_i0,0.0777985735823588,1.70479293269618e-68,0.0874035268579611,9.844253420011659e-82,
p130718,p23500_i0,-0.4130890372213271,0.0,-0.4321100901715147,0.0,
p130722,p23500_i0,0.1539927315206074,3.1798132199062036e-244,0.1519511135363904,4.398919612505885e-216,
p130770,p23500_i0,0.043550252077854,1.2003823055508998e-21,0.0442827507686584,1.373334240356985e-20,
p130774,p23500_i0,0.2023043332766595,5.54936025170344e-297,0.2265711410214237,7.189935260695456e-240,
p130826,p23500_i0,0.0804969165426634,1.6465508429662291e-80,0.0842979791145786,9.762175410192617e-83,
p130828,p23500_i0,-0.1290933318076454,1.4961961423745669e-179,-0.1279947385441962,6.151886167621877e-166,
p130842,p23500_i0,-0.1527816401441222,1.5741465903973735e-227,-0.1353270809902891,3.9372820969437177e-153,
p130846,p23500_i0,0.0548063377860045,9.383893144687892e-30,0.0796731432149432,1.921803586213915e-45,
