disease1,disease2,locus,gene_id,chr,start,end,gene_biotype
p131036,p131820,block1608,ENSG00000187244,19,45312328,45324673,protein_coding
p131036,p131820,block1608,ENSG00000130202,19,45349432,45392485,protein_coding
p131036,p131820,block1608,ENSG00000267282,19,45385284,45394133,antisense
p131036,p131820,block1608,ENSG00000130204,19,45393826,45406946,protein_coding
p131036,p131820,block1608,ENSG00000130203,19,45409011,45412650,protein_coding
p131036,p131820,block1608,ENSG00000130208,19,45417504,45422606,protein_coding
p131036,p131820,block1608,ENSG00000224916,19,45445495,45452822,protein_coding
p131036,p131820,block1608,ENSG00000267467,19,45445495,45452820,protein_coding
p131036,p131820,block1608,ENSG00000234906,19,45449243,45452822,protein_coding
p131036,p131820,block1608,ENSG00000267114,19,45453301,45457264,protein_coding
p131036,p131820,block1608,ENSG00000104853,19,45457842,45496599,protein_coding
p131036,p131820,block1608,ENSG00000104856,19,45504688,45541452,protein_coding
p131036,p131820,block1608,ENSG00000104859,19,45542298,45574214,protein_coding
p131036,p131820,block1608,ENSG00000170684,19,45574758,45579846,protein_coding
p131036,p131820,block1608,ENSG00000267348,19,45579768,45593649,antisense
p131036,p131820,block1608,ENSG00000142252,19,45582453,45594782,protein_coding
p131036,p131820,block1608,ENSG00000007047,19,45582546,45808541,protein_coding
p131036,p131820,block1608,ENSG00000104866,19,45594654,45651335,protein_coding
p131036,p131820,block1608,ENSG00000267044,19,45639251,45640235,antisense
p131036,p131820,block1608,ENSG00000267037,19,45653008,45653863,lincRNA
p131036,p131820,block1608,ENSG00000179846,19,45653008,45663408,protein_coding
p131036,p131820,block1608,ENSG00000007255,19,45666186,45681495,protein_coding
p131036,p131820,block1608,ENSG00000189114,19,45682003,45685059,protein_coding
p131036,p131820,block1608,ENSG00000267545,19,45683080,45705702,protein_coding
p131036,p131820,block1608,ENSG00000266958,19,45690646,45720191,protein_coding
p131036,p131820,block1608,ENSG00000130201,19,45715879,45737469,protein_coding
p131036,p131820,block1608,ENSG00000267045,19,45741890,45748628,lincRNA
p131036,p131820,block1608,ENSG00000104879,19,45809672,45826235,protein_coding
p131036,p131820,block1608,ENSG00000104892,19,45836692,45854778,protein_coding
p131036,p131820,block1608,ENSG00000268341,19,45842445,45842639,protein_coding
p131036,p131820,block1608,ENSG00000104884,19,45853095,45874176,protein_coding
p131036,p131820,block1608,ENSG00000104881,19,45882892,45909607,protein_coding
p131036,p131820,block1608,ENSG00000117877,19,45909467,45914024,protein_coding
p131036,p131820,block1608,ENSG00000012061,19,45910591,45982086,protein_coding
p131036,p131820,block1608,ENSG00000125740,19,45971253,45978437,protein_coding
p131036,p131820,block1608,ENSG00000125744,19,45988547,46000319,protein_coding
p131036,p131820,block1608,ENSG00000213889,19,45992035,46005768,protein_coding
p131036,p131820,block1608,ENSG00000125753,19,46009837,46030241,protein_coding
p131056,p131350,block470,ENSG00000138792,4,111286889,111486441,protein_coding
p131056,p131350,block470,ENSG00000250511,4,111433644,111440661,antisense
p131056,p131350,block470,ENSG00000250103,4,111516671,111536614,lincRNA
p131056,p131350,block470,ENSG00000164093,4,111538579,111563279,protein_coding
p131056,p131350,block470,ENSG00000249519,4,111715559,111718500,lincRNA
p131056,p131350,block470,ENSG00000251808,4,111774532,111774626,miRNA
p131056,p131350,block470,ENSG00000215961,4,111781738,111781803,miRNA
p131056,p131350,block470,ENSG00000248656,4,112561651,112569964,lincRNA
p131056,p131350,block470,ENSG00000250855,4,112723957,112761042,lincRNA
p131056,p131350,block470,ENSG00000248432,4,112725574,112730850,lincRNA
p131056,p131350,block470,ENSG00000249815,4,112748037,112993854,lincRNA
p131056,p131350,block470,ENSG00000174749,4,113066553,113116412,protein_coding
p131056,p131350,block470,ENSG00000260526,4,113150717,113152752,antisense
p131056,p131350,block470,ENSG00000138660,4,113152893,113191203,protein_coding
p131056,p131350,block470,ENSG00000272567,4,113194124,113194472,lincRNA
p131056,p131350,block470,ENSG00000145365,4,113195698,113207059,protein_coding
p131056,p131350,block470,ENSG00000073331,4,113206665,113363776,protein_coding
p131056,p131350,block470,ENSG00000178403,4,113434672,113437328,protein_coding
p131056,p131350,block470,ENSG00000249509,4,113436541,113468037,antisense
p131056,p131350,block470,ENSG00000138658,4,113460492,113558151,protein_coding
p131056,p131350,block470,ENSG00000174720,4,113558120,113578748,protein_coding
p131056,p131350,block470,ENSG00000249532,4,113567632,113571207,antisense
p131056,p131350,block470,ENSG00000199169,4,113569030,113569097,miRNA
p131056,p131350,block470,ENSG00000199145,4,113569160,113569227,miRNA
p131056,p131350,block470,ENSG00000207927,4,113569339,113569407,miRNA
p131056,p131350,block470,ENSG00000199102,4,113569519,113569586,miRNA
p131056,p131350,block470,ENSG00000250046,4,113614203,113627966,lincRNA
p131056,p131350,block470,ENSG00000251126,4,113801454,113803486,antisense
p131322,p131350,block470,ENSG00000138792,4,111286889,111486441,protein_coding
p131322,p131350,block470,ENSG00000250511,4,111433644,111440661,antisense
p131322,p131350,block470,ENSG00000250103,4,111516671,111536614,lincRNA
p131322,p131350,block470,ENSG00000164093,4,111538579,111563279,protein_coding
p131322,p131350,block470,ENSG00000249519,4,111715559,111718500,lincRNA
p131322,p131350,block470,ENSG00000251808,4,111774532,111774626,miRNA
p131322,p131350,block470,ENSG00000215961,4,111781738,111781803,miRNA
p131322,p131350,block470,ENSG00000248656,4,112561651,112569964,lincRNA
p131322,p131350,block470,ENSG00000250855,4,112723957,112761042,lincRNA
p131322,p131350,block470,ENSG00000248432,4,112725574,112730850,lincRNA
p131322,p131350,block470,ENSG00000249815,4,112748037,112993854,lincRNA
p131322,p131350,block470,ENSG00000174749,4,113066553,113116412,protein_coding
p131322,p131350,block470,ENSG00000260526,4,113150717,113152752,antisense
p131322,p131350,block470,ENSG00000138660,4,113152893,113191203,protein_coding
p131322,p131350,block470,ENSG00000272567,4,113194124,113194472,lincRNA
p131322,p131350,block470,ENSG00000145365,4,113195698,113207059,protein_coding
p131322,p131350,block470,ENSG00000073331,4,113206665,113363776,protein_coding
p131322,p131350,block470,ENSG00000178403,4,113434672,113437328,protein_coding
p131322,p131350,block470,ENSG00000249509,4,113436541,113468037,antisense
p131322,p131350,block470,ENSG00000138658,4,113460492,113558151,protein_coding
p131322,p131350,block470,ENSG00000174720,4,113558120,113578748,protein_coding
p131322,p131350,block470,ENSG00000249532,4,113567632,113571207,antisense
p131322,p131350,block470,ENSG00000199169,4,113569030,113569097,miRNA
p131322,p131350,block470,ENSG00000199145,4,113569160,113569227,miRNA
p131322,p131350,block470,ENSG00000207927,4,113569339,113569407,miRNA
p131322,p131350,block470,ENSG00000199102,4,113569519,113569586,miRNA
p131322,p131350,block470,ENSG00000250046,4,113614203,113627966,lincRNA
p131322,p131350,block470,ENSG00000251126,4,113801454,113803486,antisense
p131350,p131354,block470,ENSG00000138792,4,111286889,111486441,protein_coding
p131350,p131354,block470,ENSG00000250511,4,111433644,111440661,antisense
p131350,p131354,block470,ENSG00000250103,4,111516671,111536614,lincRNA
p131350,p131354,block470,ENSG00000164093,4,111538579,111563279,protein_coding
p131350,p131354,block470,ENSG00000249519,4,111715559,111718500,lincRNA
p131350,p131354,block470,ENSG00000251808,4,111774532,111774626,miRNA
p131350,p131354,block470,ENSG00000215961,4,111781738,111781803,miRNA
p131350,p131354,block470,ENSG00000248656,4,112561651,112569964,lincRNA
p131350,p131354,block470,ENSG00000250855,4,112723957,112761042,lincRNA
p131350,p131354,block470,ENSG00000248432,4,112725574,112730850,lincRNA
p131350,p131354,block470,ENSG00000249815,4,112748037,112993854,lincRNA
p131350,p131354,block470,ENSG00000174749,4,113066553,113116412,protein_coding
p131350,p131354,block470,ENSG00000260526,4,113150717,113152752,antisense
p131350,p131354,block470,ENSG00000138660,4,113152893,113191203,protein_coding
p131350,p131354,block470,ENSG00000272567,4,113194124,113194472,lincRNA
p131350,p131354,block470,ENSG00000145365,4,113195698,113207059,protein_coding
p131350,p131354,block470,ENSG00000073331,4,113206665,113363776,protein_coding
p131350,p131354,block470,ENSG00000178403,4,113434672,113437328,protein_coding
p131350,p131354,block470,ENSG00000249509,4,113436541,113468037,antisense
p131350,p131354,block470,ENSG00000138658,4,113460492,113558151,protein_coding
p131350,p131354,block470,ENSG00000174720,4,113558120,113578748,protein_coding
p131350,p131354,block470,ENSG00000249532,4,113567632,113571207,antisense
p131350,p131354,block470,ENSG00000199169,4,113569030,113569097,miRNA
p131350,p131354,block470,ENSG00000199145,4,113569160,113569227,miRNA
p131350,p131354,block470,ENSG00000207927,4,113569339,113569407,miRNA
p131350,p131354,block470,ENSG00000199102,4,113569519,113569586,miRNA
p131350,p131354,block470,ENSG00000250046,4,113614203,113627966,lincRNA
p131350,p131354,block470,ENSG00000251126,4,113801454,113803486,antisense
p131306,p131870,block1130,ENSG00000256481,11,63849162,63854647,antisense
p131306,p131870,block1130,ENSG00000126500,11,63870660,63886645,protein_coding
p131306,p131870,block1130,ENSG00000256341,11,63885744,63886682,antisense
p131306,p131870,block1130,ENSG00000168439,11,63952744,63972015,protein_coding
p131306,p131870,block1130,ENSG00000149781,11,63974150,63991354,protein_coding
p131306,p131870,block1130,ENSG00000149743,11,63991271,63993726,protein_coding
p131306,p131870,block1130,ENSG00000149761,11,63993413,63998158,protein_coding
p131306,p131870,block1130,ENSG00000256116,11,63996686,64001824,antisense
p131306,p131870,block1130,ENSG00000110011,11,63997750,64001758,protein_coding
p131306,p131870,block1130,ENSG00000173511,11,64002010,64006259,protein_coding
p131306,p131870,block1130,ENSG00000173486,11,64008475,64011604,protein_coding
p131306,p131870,block1130,ENSG00000173457,11,64011956,64014413,protein_coding
p131306,p131870,block1130,ENSG00000256940,11,64013436,64015689,antisense
p131306,p131870,block1130,ENSG00000257086,11,64014411,64016966,lincRNA
p131306,p131870,block1130,ENSG00000149782,11,64018995,64036622,protein_coding
p131306,p131870,block1130,ENSG00000002330,11,64037302,64052176,protein_coding
p131306,p131870,block1130,ENSG00000173264,11,64037534,64056972,protein_coding
p131306,p131870,block1130,ENSG00000182450,11,64058774,64067503,protein_coding
p131306,p131870,block1130,ENSG00000219435,11,64067863,64072242,protein_coding
p131306,p131870,block1130,ENSG00000173153,11,64073044,64084215,protein_coding
p131306,p131870,block1130,ENSG00000173113,11,64083932,64085556,protein_coding
p131306,p131870,block1130,ENSG00000126432,11,64085560,64089283,protein_coding
p131306,p131870,block1130,ENSG00000236935,11,64092522,64096976,antisense
p131306,p131870,block1130,ENSG00000168071,11,64107695,64125006,protein_coding
p131306,p131870,block1130,ENSG00000162302,11,64126620,64139687,protein_coding
p131306,p131870,block1130,ENSG00000221273,11,64136074,64136175,miRNA
p131306,p131870,block1130,ENSG00000231680,11,64161814,64163303,lincRNA
p131306,p131870,block1130,ENSG00000231492,11,64187863,64200142,lincRNA
p131306,p131870,block1130,ENSG00000181908,11,64216546,64219126,protein_coding
p131306,p131870,block1130,ENSG00000232500,11,64268325,64272858,lincRNA
p131306,p131870,block1130,ENSG00000168065,11,64323098,64340347,protein_coding
p131306,p131870,block1130,ENSG00000197891,11,64358113,64369820,protein_coding
p131306,p131870,block1130,ENSG00000110076,11,64373646,64490660,protein_coding
p131306,p131870,block1130,ENSG00000237410,11,64413871,64427153,antisense
p131306,p131870,block1130,ENSG00000068831,11,64494383,64512928,protein_coding
p131306,p131870,block1130,ENSG00000068976,11,64513861,64527769,protein_coding
p131306,p131870,block1130,ENSG00000168066,11,64532078,64546258,protein_coding
p131306,p131870,block1130,ENSG00000269038,11,64546426,64546877,lincRNA
p131306,p131870,block1130,ENSG00000269290,11,64552393,64553092,lincRNA
p131306,p131870,block1130,ENSG00000168067,11,64556290,64570713,protein_coding
p131306,p131870,block1130,ENSG00000133895,11,64570982,64578766,protein_coding
p131306,p131870,block1130,ENSG00000171219,11,64590859,64612041,protein_coding
p131306,p131870,block1130,ENSG00000110047,11,64619114,64655768,protein_coding
p131306,p131870,block1130,ENSG00000267804,11,64658158,64658547,lincRNA
p131306,p131870,block1130,ENSG00000207648,11,64658609,64658718,miRNA
p131306,p131870,block1130,ENSG00000229719,11,64658827,64660921,lincRNA
p131306,p131870,block1130,ENSG00000110046,11,64662007,64684722,protein_coding
p131306,p131870,block1130,ENSG00000068971,11,64685025,64701945,protein_coding
p131306,p131870,block1130,ENSG00000149735,11,64701943,64703360,protein_coding
p131306,p131870,block1130,ENSG00000168070,11,64704989,64739557,protein_coding
p131306,p131870,block1130,ENSG00000168062,11,64755415,64764517,protein_coding
p131306,p131870,block1130,ENSG00000213465,11,64781585,64789656,protein_coding
p131306,p131870,block1130,ENSG00000273003,11,64781654,64808042,protein_coding
p131306,p131870,block1130,ENSG00000110025,11,64794880,64808044,protein_coding
p131306,p131870,block1130,ENSG00000168061,11,64808373,64812300,protein_coding
p131306,p131870,block1130,ENSG00000168060,11,64812290,64826021,protein_coding
p131306,p131870,block1130,ENSG00000146670,11,64833772,64851636,protein_coding
p131306,p131870,block1130,ENSG00000162300,11,64851695,64855870,protein_coding
p131306,p131870,block1130,ENSG00000187066,11,64852451,64856847,protein_coding
p131306,p131870,block1130,ENSG00000149823,11,64856796,64879332,protein_coding
p131306,p131870,block1130,ENSG00000254501,11,64878186,64879167,antisense
p131306,p131870,block1130,ENSG00000149809,11,64879317,64883856,protein_coding
p131306,p131870,block1130,ENSG00000174276,11,64883875,64885170,protein_coding
p131306,p131870,block1130,ENSG00000255173,11,64884629,64884930,antisense
p131306,p131870,block1130,ENSG00000149806,11,64888100,64889945,protein_coding
p131306,p131870,block1130,ENSG00000162298,11,64889252,64902004,protein_coding
p131306,p131870,block1130,ENSG00000149792,11,64889655,64894843,protein_coding
p131306,p131870,block1130,ENSG00000204710,11,64937625,64940715,protein_coding
p131306,p131870,block1130,ENSG00000254614,11,64945077,64949305,protein_coding
p131306,p131870,block1130,ENSG00000014216,11,64948037,64979477,protein_coding
p131306,p131870,block1130,ENSG00000014138,11,65029233,65073060,protein_coding
p131306,p131870,block1130,ENSG00000149798,11,65082289,65089900,protein_coding
p131306,p131870,block1130,ENSG00000133884,11,65101225,65120720,protein_coding
p131306,p131870,block1130,ENSG00000173825,11,65122238,65125084,protein_coding
p131306,p131870,block1130,ENSG00000255478,11,65134909,65142770,antisense
p131306,p131870,block1130,ENSG00000162241,11,65142663,65151172,protein_coding
p131306,p131870,block1130,ENSG00000126391,11,65154070,65180996,protein_coding
p131306,p131870,block1130,ENSG00000245532,11,65190245,65213011,lincRNA
p131306,p131870,block1130,ENSG00000173727,11,65222728,65234028,protein_coding
p131306,p131870,block1130,ENSG00000251562,11,65265233,65273940,lincRNA
p131306,p131870,block1130,ENSG00000270117,11,65265481,65265876,lincRNA
p131306,p131870,block1130,ENSG00000142186,11,65292548,65306175,protein_coding
p131306,p131870,block1130,ENSG00000168056,11,65306276,65326401,protein_coding
p131306,p131870,block1130,ENSG00000260233,11,65337131,65337744,antisense
p131306,p131870,block1130,ENSG00000173465,11,65337901,65341413,protein_coding
p131306,p131870,block1130,ENSG00000176973,11,65339820,65341669,protein_coding
p131306,p131870,block1130,ENSG00000173442,11,65343509,65360121,protein_coding
p131306,p131870,block1130,ENSG00000269018,11,65358665,65359947,protein_coding
p131306,p131870,block1130,ENSG00000173338,11,65360326,65363467,protein_coding
p131306,p131870,block1130,ENSG00000173327,11,65365226,65382853,protein_coding
p131306,p131870,block1130,ENSG00000197136,11,65383244,65404910,protein_coding
p131306,p131870,block1130,ENSG00000266041,11,65403781,65403840,miRNA
p131306,p131870,block1130,ENSG00000213445,11,65405568,65418401,protein_coding
p131306,p131870,block1130,ENSG00000265874,11,65416663,65416724,miRNA
p131306,p131870,block1130,ENSG00000173039,11,65421067,65430565,protein_coding
p131306,p131870,block1130,ENSG00000172977,11,65479467,65487075,protein_coding
p131306,p131870,block1130,ENSG00000172922,11,65482367,65488418,protein_coding
p131306,p131870,block1130,ENSG00000255557,11,65513200,65539056,lincRNA
p131306,p131870,block1130,ENSG00000254470,11,65543364,65548273,protein_coding
p131306,p131870,block1130,ENSG00000172818,11,65554493,65564690,protein_coding
p131306,p131870,block1130,ENSG00000255120,11,65556522,65558339,antisense
p131306,p131870,block1130,ENSG00000255404,11,65563417,65564690,antisense
p131306,p131870,block1130,ENSG00000172757,11,65590493,65629497,protein_coding
p131306,p131870,block1130,ENSG00000172803,11,65601112,65624367,protein_coding
p131306,p131870,block1130,ENSG00000172732,11,65624597,65635124,protein_coding
p131306,p131870,block1130,ENSG00000172638,11,65633912,65641063,protein_coding
p131306,p131870,block1130,ENSG00000172543,11,65647280,65651212,protein_coding
p131306,p131870,block1130,ENSG00000172500,11,65651212,65656010,protein_coding
p131306,p131870,block1130,ENSG00000175602,11,65657875,65659105,protein_coding
p131306,p131870,block1130,ENSG00000175592,11,65659520,65668044,protein_coding
p131306,p131870,block1130,ENSG00000175573,11,65684279,65686588,protein_coding
p131306,p131870,block1130,ENSG00000175550,11,65686728,65689032,protein_coding
p131306,p131870,block1130,ENSG00000175467,11,65729160,65747299,protein_coding
p131306,p131870,block1130,ENSG00000175376,11,65764016,65769647,protein_coding
p131306,p131870,block1130,ENSG00000175334,11,65769550,65771620,protein_coding
p131306,p131870,block1130,ENSG00000175315,11,65779312,65780976,protein_coding
p131306,p131870,block1130,ENSG00000175294,11,65784223,65793988,protein_coding
p131306,p131870,block1130,ENSG00000175229,11,65809423,65816651,protein_coding
p131306,p131870,block1130,ENSG00000087365,11,65818200,65836779,protein_coding
p131306,p131870,block1130,ENSG00000255038,11,65834748,65837090,protein_coding
p131164,p131166,block1383,ENSG00000228740,15,27402762,27406466,antisense
p131164,p131166,block1383,ENSG00000258970,15,27663942,27665881,antisense
p131164,p131166,block1383,ENSG00000259168,15,27728181,27787137,antisense
p131164,p131166,block1383,ENSG00000258594,15,27866680,27874435,lincRNA
p131164,p131166,block1383,ENSG00000258853,15,27929644,27930914,lincRNA
p131164,p131166,block1383,ENSG00000104044,15,28000021,28344504,protein_coding
p131164,p131166,block1383,ENSG00000232394,15,28020767,28021944,antisense
p131164,p131166,block1383,ENSG00000128731,15,28356186,28567298,protein_coding
p131164,p131166,block1383,ENSG00000153684,15,28623767,28637170,protein_coding
p131164,p131166,block1383,ENSG00000221050,15,28633515,28633597,miRNA
p131164,p131166,block1383,ENSG00000266039,15,28671637,28671730,miRNA
p131164,p131166,block1383,ENSG00000263964,15,28735898,28735991,miRNA
p131164,p131166,block1383,ENSG00000183629,15,28764757,28778160,protein_coding
p131164,p131166,block1383,ENSG00000238607,15,28768331,28768413,miRNA
p131164,p131166,block1383,ENSG00000188626,15,28947100,28983530,protein_coding
p131164,p131166,block1383,ENSG00000238340,15,28947708,28947790,miRNA
p131164,p131166,block1383,ENSG00000261480,15,28964523,28983577,lincRNA
p131164,p131166,block1383,ENSG00000259277,15,29262399,29269667,antisense
p130708,p131306,block951,ENSG00000264941,9,20502263,20502340,miRNA
p130708,p131306,block951,ENSG00000252324,9,20576216,20576300,miRNA
p130708,p131306,block951,ENSG00000188352,9,20658308,20995954,protein_coding
p130708,p131306,block951,ENSG00000227071,9,20683303,20684687,lincRNA
p130708,p131306,block951,ENSG00000207609,9,20716104,20716187,miRNA
p130708,p131306,block951,ENSG00000188921,9,20995306,21031635,protein_coding
p130708,p131306,block951,ENSG00000171855,9,21077104,21077943,protein_coding
p130708,p131306,block951,ENSG00000177047,9,21140631,21142144,protein_coding
p130708,p131306,block951,ENSG00000137080,9,21165636,21166659,protein_coding
p130708,p131306,block951,ENSG00000236637,9,21186617,21187598,protein_coding
p130708,p131306,block951,ENSG00000214042,9,21201468,21202204,protein_coding
p130708,p131306,block951,ENSG00000186803,9,21206180,21207142,protein_coding
p130708,p131306,block951,ENSG00000147885,9,21216372,21217310,protein_coding
p130708,p131306,block951,ENSG00000234829,9,21227242,21228221,protein_coding
p130708,p131306,block951,ENSG00000228083,9,21239201,21239978,protein_coding
p130708,p131306,block951,ENSG00000147873,9,21304613,21305312,protein_coding
p130708,p131306,block951,ENSG00000198642,9,21329670,21335379,protein_coding
p130708,p131306,block951,ENSG00000120235,9,21349834,21351377,protein_coding
p130708,p131306,block951,ENSG00000233816,9,21367371,21368075,protein_coding
p130708,p131306,block951,ENSG00000188379,9,21384254,21385396,protein_coding
p130708,p131306,block951,ENSG00000261696,9,21394887,21396345,lincRNA
p130708,p131306,block951,ENSG00000120242,9,21409146,21410184,protein_coding
p130708,p131306,block951,ENSG00000197919,9,21440440,21441315,protein_coding
p130708,p131306,block951,ENSG00000184995,9,21480841,21482312,protein_coding
p130708,p131306,block951,ENSG00000199177,9,21512114,21512184,miRNA
p130708,p131306,block951,ENSG00000099810,9,21802542,21931646,protein_coding
p130708,p131306,block951,ENSG00000264545,9,21802635,22032985,protein_coding
p130708,p131306,block951,ENSG00000266732,9,21808057,21808123,miRNA
p130708,p131306,block951,ENSG00000265194,9,21858909,21861925,antisense
p130708,p131306,block951,ENSG00000224854,9,21967137,21967738,protein_coding
p130708,p131306,block951,ENSG00000147889,9,21967751,21995300,protein_coding
p130708,p131306,block951,ENSG00000240498,9,21994777,22121096,antisense
p130708,p131306,block951,ENSG00000147883,9,22002902,22009362,protein_coding
p131304,p131306,block951,ENSG00000264941,9,20502263,20502340,miRNA
p131304,p131306,block951,ENSG00000252324,9,20576216,20576300,miRNA
p131304,p131306,block951,ENSG00000188352,9,20658308,20995954,protein_coding
p131304,p131306,block951,ENSG00000227071,9,20683303,20684687,lincRNA
p131304,p131306,block951,ENSG00000207609,9,20716104,20716187,miRNA
p131304,p131306,block951,ENSG00000188921,9,20995306,21031635,protein_coding
p131304,p131306,block951,ENSG00000171855,9,21077104,21077943,protein_coding
p131304,p131306,block951,ENSG00000177047,9,21140631,21142144,protein_coding
p131304,p131306,block951,ENSG00000137080,9,21165636,21166659,protein_coding
p131304,p131306,block951,ENSG00000236637,9,21186617,21187598,protein_coding
p131304,p131306,block951,ENSG00000214042,9,21201468,21202204,protein_coding
p131304,p131306,block951,ENSG00000186803,9,21206180,21207142,protein_coding
p131304,p131306,block951,ENSG00000147885,9,21216372,21217310,protein_coding
p131304,p131306,block951,ENSG00000234829,9,21227242,21228221,protein_coding
p131304,p131306,block951,ENSG00000228083,9,21239201,21239978,protein_coding
p131304,p131306,block951,ENSG00000147873,9,21304613,21305312,protein_coding
p131304,p131306,block951,ENSG00000198642,9,21329670,21335379,protein_coding
p131304,p131306,block951,ENSG00000120235,9,21349834,21351377,protein_coding
p131304,p131306,block951,ENSG00000233816,9,21367371,21368075,protein_coding
p131304,p131306,block951,ENSG00000188379,9,21384254,21385396,protein_coding
p131304,p131306,block951,ENSG00000261696,9,21394887,21396345,lincRNA
p131304,p131306,block951,ENSG00000120242,9,21409146,21410184,protein_coding
p131304,p131306,block951,ENSG00000197919,9,21440440,21441315,protein_coding
p131304,p131306,block951,ENSG00000184995,9,21480841,21482312,protein_coding
p131304,p131306,block951,ENSG00000199177,9,21512114,21512184,miRNA
p131304,p131306,block951,ENSG00000099810,9,21802542,21931646,protein_coding
p131304,p131306,block951,ENSG00000264545,9,21802635,22032985,protein_coding
p131304,p131306,block951,ENSG00000266732,9,21808057,21808123,miRNA
p131304,p131306,block951,ENSG00000265194,9,21858909,21861925,antisense
p131304,p131306,block951,ENSG00000224854,9,21967137,21967738,protein_coding
p131304,p131306,block951,ENSG00000147889,9,21967751,21995300,protein_coding
p131304,p131306,block951,ENSG00000240498,9,21994777,22121096,antisense
p131304,p131306,block951,ENSG00000147883,9,22002902,22009362,protein_coding
p131306,p131872,block1245,ENSG00000139437,12,110338069,110421646,protein_coding
p131306,p131872,block1245,ENSG00000139436,12,110367607,110434194,protein_coding
p131306,p131872,block1245,ENSG00000076513,12,110436991,110477568,protein_coding
p131306,p131872,block1245,ENSG00000174456,12,110465872,110511491,protein_coding
p131306,p131872,block1245,ENSG00000122970,12,110562140,110656602,protein_coding
p131306,p131872,block1245,ENSG00000174437,12,110718561,110788898,protein_coding
p131306,p131872,block1245,ENSG00000196510,12,110810705,110841535,protein_coding
p131306,p131872,block1245,ENSG00000111229,12,110872630,110888227,protein_coding
p131306,p131872,block1245,ENSG00000111231,12,110890289,110907073,protein_coding
p131306,p131872,block1245,ENSG00000204856,12,110906169,110928190,protein_coding
p131306,p131872,block1245,ENSG00000111237,12,110928902,110939922,protein_coding
p131306,p131872,block1245,ENSG00000151164,12,110939460,110969891,protein_coding
p131306,p131872,block1245,ENSG00000196850,12,110969120,111021125,protein_coding
p131306,p131872,block1245,ENSG00000204852,12,111051832,111087235,protein_coding
p131306,p131872,block1245,ENSG00000122986,12,111065646,111142755,protein_coding
p131306,p131872,block1245,ENSG00000221246,12,111070409,111070498,miRNA
p131306,p131872,block1245,ENSG00000186298,12,111157485,111180744,protein_coding
p131306,p131872,block1245,ENSG00000257268,12,111269583,111283767,lincRNA
p131306,p131872,block1245,ENSG00000173093,12,111284573,111345339,protein_coding
p131306,p131872,block1245,ENSG00000111245,12,111348623,111358526,protein_coding
p131306,p131872,block1245,ENSG00000185847,12,111374389,111396012,lincRNA
p131306,p131872,block1245,ENSG00000258240,12,111389487,111395616,lincRNA
p131306,p131872,block1245,ENSG00000111249,12,111471828,111788358,protein_coding
p131306,p131872,block1245,ENSG00000221259,12,111511772,111511893,miRNA
p131306,p131872,block1245,ENSG00000221386,12,111740604,111740703,miRNA
p131306,p131872,block1245,ENSG00000198324,12,111798455,111806925,protein_coding
p131306,p131872,block1245,ENSG00000257595,12,111807086,111841114,lincRNA
p131306,p131872,block1245,ENSG00000111252,12,111843752,111889427,protein_coding
p131306,p131872,block1245,ENSG00000204842,12,111890018,112037480,protein_coding
p131306,p131872,block1245,ENSG00000266269,12,111925282,111925382,miRNA
p131306,p131872,block1245,ENSG00000258099,12,112037302,112038060,antisense
p131306,p131872,block1245,ENSG00000089234,12,112079950,112123790,protein_coding
p131306,p131872,block1245,ENSG00000111271,12,112123857,112194903,protein_coding
p131306,p131872,block1245,ENSG00000257767,12,112191694,112229222,protein_coding
p131306,p131872,block1245,ENSG00000111275,12,112204691,112247782,protein_coding
p131306,p131872,block1245,ENSG00000257877,12,112250597,112251224,lincRNA
p131306,p131872,block1245,ENSG00000234608,12,112277571,112280706,lincRNA
p131306,p131872,block1245,ENSG00000089022,12,112279782,112334343,protein_coding
p131306,p131872,block1245,ENSG00000270018,12,112335140,112335710,lincRNA
p131306,p131872,block1245,ENSG00000198270,12,112369086,112450970,protein_coding
p131306,p131872,block1245,ENSG00000089248,12,112451120,112461255,protein_coding
p131306,p131872,block1245,ENSG00000111300,12,112464500,112546826,protein_coding
p131306,p131872,block1245,ENSG00000266370,12,112475403,112475519,miRNA
p131306,p131872,block1245,ENSG00000258323,12,112501713,112503559,antisense
p131306,p131872,block1245,ENSG00000135148,12,112563305,112591407,protein_coding
p131306,p131872,block1245,ENSG00000173064,12,112597992,112819896,protein_coding
p131306,p131872,block1245,ENSG00000257494,12,112694604,112696895,antisense
p131306,p131872,block1245,ENSG00000089009,12,112842994,112856642,protein_coding
p131306,p131872,block1245,ENSG00000179295,12,112856155,112947717,protein_coding
p131306,p131872,block1245,ENSG00000221560,12,113132839,113132981,miRNA
p131342,p131872,block1245,ENSG00000139437,12,110338069,110421646,protein_coding
p131342,p131872,block1245,ENSG00000139436,12,110367607,110434194,protein_coding
p131342,p131872,block1245,ENSG00000076513,12,110436991,110477568,protein_coding
p131342,p131872,block1245,ENSG00000174456,12,110465872,110511491,protein_coding
p131342,p131872,block1245,ENSG00000122970,12,110562140,110656602,protein_coding
p131342,p131872,block1245,ENSG00000174437,12,110718561,110788898,protein_coding
p131342,p131872,block1245,ENSG00000196510,12,110810705,110841535,protein_coding
p131342,p131872,block1245,ENSG00000111229,12,110872630,110888227,protein_coding
p131342,p131872,block1245,ENSG00000111231,12,110890289,110907073,protein_coding
